Name,Address,gmap_id,description,Latitude,Longitude,category,Aggregate Rating,num_of_reviews,price,hours,MISC,City,state,Cuisines,Average Cost
Agave Restaurant and Lounge,"Agave Restaurant and Lounge, 805 Hope St, Bristol, RI 02809",0x89e45473b179d12f:0xa37464e2063ad487,Waterfront spot for Mediterranean-American breakfast & dinner plus a long list of tequilas & wines,41.678673,-71.278983,"['Seafood restaurant', 'Bar']",3.6,94,,"[['Friday', '11:30AM–1AM'], ['Saturday', '11:30AM–1AM'], ['Sunday', '11:30AM–1AM'], ['Monday', '11:30AM–1AM'], ['Tuesday', '11:30AM–1AM'], ['Wednesday', '11:30AM–1AM'], ['Thursday', '11:30AM–1AM']]","{'Service options': ['Delivery'], 'Popular for': ['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Coffee', 'Comfort food', 'Healthy options', 'Late-night food', 'Quick bite', 'Small plates'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy', 'Romantic', 'Upscale'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Accepts reservations']}",Bristol,Rhode Island,Seafood & Organic Cuisine,34
Vietnam Noodle Restaurant,"Vietnam Noodle Restaurant, 2100 Stephens Ave, Missoula, MT 59801",0x535dcdea98b6f07f:0x11405ae165235c06,Casual restaurant serving Vietnamese cuisine in a simple setting with vegetarian & take-out options.,46.8508114,-114.0126468,"['Vietnamese restaurant', 'Asian restaurant', 'Southeast Asian restaurant']",4.5,438,$,"[['Sunday', 'Closed'], ['Monday', '11AM–2:30PM'], ['Tuesday', '11AM–2:30PM'], ['Wednesday', '11AM–2:30PM'], ['Thursday', '11AM–2:30PM'], ['Friday', '11AM–2:30PM'], ['Saturday', '12–8:30PM']]","{'Service options': ['Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great tea selection'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Coffee', 'Comfort food', 'Healthy options', ""Kids' menu"", 'Quick bite', 'Small plates', 'Vegetarian options'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Groups']}",Missoula,Montana,African & Middle Eastern Cuisine,17
Don Beto Jaimes Restaurant,"Don Beto Jaimes Restaurant, 6320 15th St E, Sarasota, FL 34243",0x88c33e11124692d9:0xabae02a9993f9455,,27.4287164,-82.54718,['Mexican restaurant'],4.3,193,$,"[['Thursday', '8AM–3PM'], ['Friday', '8AM–3PM'], ['Saturday', '8AM–3PM'], ['Sunday', '8AM–3PM'], ['Monday', '8AM–3PM'], ['Tuesday', '8AM–3PM'], ['Wednesday', '8AM–3PM']]","{'Service options': ['Outdoor seating', 'Takeout', 'Dine-in', 'Delivery'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Comfort food', 'Healthy options', 'Quick bite', 'Small plates'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups', 'Tourists']}",Sarasota,Florida,Latin American Cuisine,16
Mint² Thai and Sushi Restaurant,"Mint² Thai and Sushi Restaurant, 1359 Clairmont Rd, Decatur, GA 30033",0x88f5070417f2683b:0xa63b194074f18830,Wood-paneled walls & booth seating add to the relaxed vibe at this spot for Japanese & Thai fare.,33.7925,-84.30499999999999,"['Asian restaurant', 'Japanese restaurant', 'Southeast Asian restaurant', 'Sushi restaurant', 'Thai restaurant']",3.3,155,$$,"[['Tuesday', '11AM–3:30PM'], ['Wednesday', '11AM–3:30PM'], ['Thursday', '11AM–3:30PM'], ['Friday', '11AM–3:30PM'], ['Saturday', '12PM–2AM'], ['Sunday', '12PM–2AM'], ['Monday', '11AM–3:30PM']]","{'Service options': ['Takeout', 'Delivery'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Late-night food', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Dessert'], 'Amenities': ['Bar onsite', 'Good for kids', 'High chairs'], 'Planning': ['Accepts reservations'], 'Payments': ['Debit cards']}",Decatur,Georgia,Eastern Asian Cuisine,43
Water Buffalo Restaurant,"Water Buffalo Restaurant, 249 N Water St, Milwaukee, WI 53202",0x880519a3f0f42ec1:0x2361f3d8c22f4641,American fare served in a bi-level converted warehouse with river views & a waterfront patio.,43.0336015,-87.9094269,"['American restaurant', 'Art gallery', 'Bar', 'Event venue', 'Restaurant']",3.9,238,$$,"[['Saturday', '10AM–10PM'], ['Sunday', '10AM–9PM'], ['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–10PM']]","{'Service options': ['Takeout', 'Delivery', 'Dine-in'], 'Health & safety': ['Reservations required'], 'Accessibility': ['Wheelchair accessible elevator', 'Wheelchair accessible entrance'], 'Offerings': ['Alcohol', 'All you can eat', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Happy hour drinks', 'Happy hour food', 'Hard liquor', 'Late-night food', 'Organic dishes', 'Salad bar', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Breakfast', 'Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Bar onsite', 'High chairs'], 'Crowd': ['Family-friendly'], 'Planning': ['Accepts reservations'], 'Payments': ['Cash-only', 'Debit cards']}",Milwaukee,Wisconsin,American Cuisine,16
Akwaaba Restaurant,"Akwaaba Restaurant, 1330 Mt Hope Ave, Rochester, NY 14620",0x89d6b51d3d6ff23f:0xab9b137e596385a3,,43.1240292,-77.61747679999999,"['African restaurant', 'Ethnic restaurant', 'Halal restaurant']",4.9,108,,,"{'Service options': ['Takeout', 'Delivery'], 'Dining options': ['Catering'], 'Amenities': ['High chairs'], 'Payments': ['NFC mobile payments']}",Rochester,New York,African & Middle Eastern Cuisine,42
My beautiful Ecuadorian restaurant,"My beautiful Ecuadorian restaurant, 4820 N Armenia Ave, Tampa, FL 33603",0x88c2c36bdd36efcb:0xd7cfb926e8f3e51c,,27.9898791,-82.4848849,['Latin American restaurant'],3.8,188,$$,"[['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', '11AM–7PM'], ['Thursday', '11AM–7PM'], ['Friday', '11AM–9PM'], ['Saturday', '11AM–10PM'], ['Sunday', '11AM–8PM']]","{'Service options': ['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Healthy options', ""Kids' menu"", 'Quick bite', 'Small plates', 'Wine'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['High chairs', 'Restroom', 'Wi-Fi'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Family-friendly', 'Groups'], 'Payments': ['Debit cards', 'NFC mobile payments']}",Tampa,Florida,Latin American Cuisine,35
Leo's Pizza Italian Restaurant,"Leo's Pizza Italian Restaurant, 230 NJ-31, Washington, NJ 07882",0x89c477d3813e44bd:0xcbb79d5c3e219df5,,40.771418,-74.9787368,"['Pizza restaurant', 'Italian restaurant', 'Delivery Restaurant']",3.7,234,$,"[['Monday', '10AM–10PM'], ['Tuesday', '10AM–10PM'], ['Wednesday', '10AM–10PM'], ['Thursday', '10AM–10PM'], ['Friday', '10AM–11PM'], ['Saturday', '10AM–11PM'], ['Sunday', '10AM–10PM']]","{'Service options': ['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required'], 'Highlights': ['Fast service'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible seating'], 'Offerings': ['Coffee', 'Comfort food', ""Kids' menu"", 'Late-night food', 'Quick bite', 'Small plates', 'Vegetarian options'], 'Dining options': ['Catering', 'Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups', 'Tourists']}",Washington,New Jersey,European Cuisine,18
Banzai Sushi & Thai Restaurant,"Banzai Sushi & Thai Restaurant, 3208 Lake Washington Rd, Melbourne, FL 32934",0x88de0f9fbc7de42f:0x9437f81322b58ec7,"Asian fare from Thai curries to sushi boats served in a welcoming, airy eatery & bar.",28.1471942,-80.6741809,"['Restaurant', 'Sushi restaurant']",4.7,333,$$,"[['Saturday', '11AM–3PM'], ['Sunday', 'Closed'], ['Monday', '11AM–3PM'], ['Tuesday', '11AM–3PM'], ['Wednesday', '11AM–3PM'], ['Thursday', '11AM–3PM'], ['Friday', '11AM–3PM']]","{'Service options': ['Takeout', 'Dine-in'], 'Highlights': ['Great tea selection'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Alcohol', 'Beer', 'Coffee', 'Comfort food', 'Healthy options', 'Quick bite', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Accepts reservations']}",Melbourne,Florida,Eastern Asian Cuisine,47
Cheryl's on 12th & As Good As It Gets Catering - Restaurant & Catering,"Cheryl's on 12th & As Good As It Gets Catering - Restaurant & Catering, 1135 SW Washington St, Portland, OR 97205, United States",0x54950a03123b6b6f:0xf0642fac849c63c0,Gourmet cafe & market offering creative New American cuisine & housemade sweets in an upbeat space.,45.5219139,-122.6832278,"['New American restaurant', 'Breakfast restaurant', 'Cafe', 'Caterer', 'Coffee shop', 'Deli', 'Restaurant', 'Sandwich shop']",4.5,1687,₩₩,"[['Saturday', '8AM–4PM'], ['Sunday', '8AM–4PM'], ['Monday', '7AM–4PM'], ['Tuesday', '7AM–4PM'], ['Wednesday', '7AM–4PM'], ['Thursday', '7AM–4PM'], ['Friday', '7AM–4PM']]","{'Service options': ['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeaway', 'Dine-in'], 'Health and safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great coffee', 'Great dessert', 'Great tea selection', 'LGBTQ-friendly'], 'Popular for': ['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair-accessible entrance', 'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Healthy options', ""Kids' menu"", 'Quick bite', 'Spirits', 'Vegetarian options', 'Wine'], 'Dining options': ['Breakfast', 'Lunch', 'Dinner', 'Catering', 'Dessert'], 'Amenities': ['Bar on site', 'Good for kids', 'High chairs', 'Toilets', 'Wi-Fi'], 'Atmosphere': ['Casual', 'Cosy'], 'Crowd': ['Family friendly', 'Groups', 'Tourists', 'University students'], 'Planning': ['Accepts reservations', 'Usually a wait'], 'Payments': ['Credit cards']}",Portland,Oregon,European Cuisine,14
HOMESTYLE RESTAURANT,"HOMESTYLE RESTAURANT, 514 8th Ave N, Myrtle Beach, SC 29577",0x890069aab8c08367:0xcef7e61f9e6bdeda,,33.6936712,-78.8846354,['Jamaican restaurant'],4.8,395,,"[['Thursday', '12–8PM'], ['Friday', '12–8PM'], ['Saturday', '12–8PM'], ['Sunday', 'Closed'], ['Monday', '12–8PM'], ['Tuesday', 'Closed'], ['Wednesday', '12–8PM']]","{'Service options': ['Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Coffee', 'Comfort food', 'Hard liquor', 'Healthy options', 'Quick bite', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Catering', 'Dessert'], 'Amenities': ['Bar onsite', 'Good for kids', 'High chairs', 'Restroom'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Accepts reservations'], 'Payments': ['Debit cards', 'Credit cards']}",Myrtle Beach,South Carolina,Latin American Cuisine,30
Country Fare Restaurant,"Country Fare Restaurant, 54288 Co Rd 388, Grand Junction, MI 49056",0x88175a1ff213276b:0x738f2c580696bca7,,42.4046029,-86.075295,['American restaurant'],4.4,208,$,"[['Tuesday', '7AM–2PM'], ['Wednesday', '7AM–2PM'], ['Thursday', '7AM–2PM'], ['Friday', '7AM–2PM'], ['Saturday', '7AM–2PM'], ['Sunday', '7AM–2PM'], ['Monday', '7AM–2PM']]","{'Service options': ['Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great coffee'], 'Popular for': ['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Coffee', 'Comfort food', 'Healthy options', ""Kids' menu"", 'Quick bite', 'Small plates', 'Vegetarian options'], 'Dining options': ['Lunch', 'Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Family-friendly', 'Groups', 'Tourists'], 'Payments': ['Checks', 'Debit cards']}",Grand Junction,Michigan,American Cuisine,10
La Chama Restaurant,"La Chama Restaurant, 105 Plainfield St, Providence, RI 02909",0x89e44591d9e8aabf:0x18d1ee1fe7e44229,,41.815851,-71.4455673,"['Dominican restaurant', 'Chicken restaurant', 'Sandwich shop', 'Seafood restaurant']",3.7,8,,"[['Tuesday', '8AM–10PM'], ['Wednesday', '8AM–10PM'], ['Thursday', '8AM–10PM'], ['Friday', '8AM–10PM'], ['Saturday', '8AM–10PM'], ['Sunday', 'Closed'], ['Monday', '8AM–10PM']]","{'Service options': ['Delivery'], 'Amenities': ['Good for kids']}",Providence,Rhode Island,Seafood & Organic Cuisine,34
El Rancho Mexican Restaurant,"El Rancho Mexican Restaurant, 25 2nd Ave W, Kalispell, MT 59901",0x536650bf89699141:0x6d32e2672dd30f2b,,48.1976177,-114.3163167,['Mexican restaurant'],4.4,58,,"[['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '11AM–3PM'], ['Wednesday', '11AM–3PM'], ['Thursday', '11AM–3PM'], ['Friday', '11AM–3PM'], ['Saturday', '11AM–3PM']]","{'Service options': ['Delivery'], 'Amenities': ['Good for kids']}",Kalispell,Montana,Latin American Cuisine,16
Restaurant Development Co Llc,"Restaurant Development Co Llc, 499 Medford Center, Medford, OR 97504",0x54cf7a3773eec277:0xaaf6019b665d74af,,42.3313363,-122.8692832,['Restaurant'],4.2,77,,,"{'Service options': ['Takeout', 'Delivery'], 'Popular for': ['Lunch', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Hard liquor', ""Kids' menu""], 'Dining options': ['Dessert'], 'Amenities': ['Bar onsite', 'Good for kids', 'High chairs'], 'Atmosphere': ['Casual'], 'Crowd': ['Groups', 'Tourists']}",Medford,Oregon,American Cuisine,29
La Plaza Restaurant,"La Plaza Restaurant, 822 S Beltline Hwy W, Scottsbluff, NE 69361",0x876551ae5879f6cb:0xc8ca2319699b0e5a,,41.8553244,-103.6746921,"['Mexican restaurant', 'Latin American restaurant']",4.1,58,,"[['Thursday', '6AM–6PM'], ['Friday', '6AM–6PM'], ['Saturday', '6AM–2PM'], ['Sunday', '6AM–2PM'], ['Monday', '6AM–6PM'], ['Tuesday', '6AM–6PM'], ['Wednesday', '6AM–6PM']]","{'Service options': ['Takeout', 'Dine-in', 'Delivery'], 'Popular for': ['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Coffee', 'Comfort food', 'Quick bite', 'Small plates'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups', 'Tourists']}",Scottsbluff,Nebraska,Latin American Cuisine,46
Amy's Restaurant,"Amy's Restaurant, 586 W 207th St, Manhattan, NY 10034",0x89c2f3f6541e847f:0x6f1e1487bd2d341,"Chinese eatery on a commercial block serves classic Asian cuisine, inluding faux-meat specialties.",40.8669623,-73.92095859999999,['Chinese restaurant'],3.7,74,$,"[['Sunday', '12–11:30PM'], ['Monday', '12–11:30PM'], ['Tuesday', '12–11:30PM'], ['Wednesday', '12–11:30PM'], ['Thursday', '12–11:30PM'], ['Friday', '12–11:30PM'], ['Saturday', '12–11:30PM']]","{'Service options': ['No-contact delivery', 'Delivery', 'Takeout'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Offerings': ['Comfort food', 'Healthy options', 'Quick bite', 'Small plates', 'Vegetarian options'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups'], 'Planning': ['Accepts reservations']}",Manhattan,New York,Chinese Cuisine,46
Greenland Restaurant,"Greenland Restaurant, 4815 E Busch Blvd #114, Tampa, FL 33617",0x88c2c780972dcbc3:0xe527338be25611e6,,28.0322262,-82.4064334,['Mediterranean restaurant'],4.4,33,$$,"[['Monday', '10AM–2AM'], ['Tuesday', '10AM–2AM'], ['Wednesday', '10AM–2AM'], ['Thursday', '10AM–2AM'], ['Friday', '10AM–2AM'], ['Saturday', '10AM–2AM'], ['Sunday', '10AM–2AM']]","{'Service options': ['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Offerings': ['Coffee', 'Comfort food', 'Halal food', 'Healthy options', 'Quick bite', 'Small plates', 'Vegetarian options'], 'Dining options': ['Breakfast', 'Lunch', 'Dinner', 'Catering', 'Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Family-friendly', 'Groups'], 'Planning': ['Accepts reservations'], 'Payments': ['Checks', 'Debit cards', 'NFC mobile payments']}",Tampa,Florida,African & Middle Eastern Cuisine,38
Micasa Mexican Restaurant,"Micasa Mexican Restaurant, 352 E Waterloo Rd, Akron, OH 44319",0x88312a75463e5321:0x9669235d8ca06993,,41.0280532,-81.51467889999999,"['Mexican restaurant', 'Latin American restaurant']",4.4,994,$,"[['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–10:30PM'], ['Saturday', '11AM–10:30PM'], ['Sunday', '11AM–9PM'], ['Monday', '11AM–10PM']]","{'Service options': ['Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Fast service', 'Great cocktails'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Happy hour drinks', 'Happy hour food', 'Healthy options', ""Kids' menu"", 'Organic dishes', 'Quick bite', 'Small plates', 'Vegetarian options'], 'Dining options': ['Lunch', 'Dinner', 'Dessert', 'Seating'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Accepts reservations']}",Akron,Ohio,Latin American Cuisine,23
Mauceri's Pizzeria & Hispanic Restaurant,"Mauceri's Pizzeria & Hispanic Restaurant, 945 Liberty St, Trenton, NJ 08611",0x89c159a6b4b82259:0x9b70c1e57daea3af,,40.2086213,-74.7382332,"['Pizza restaurant', 'Italian restaurant', 'Delivery Restaurant']",3.7,194,$$,"[['Thursday', '9AM–10PM'], ['Friday', '9AM–10PM'], ['Saturday', '8AM–11PM'], ['Sunday', '8AM–10PM'], ['Monday', '9AM–10PM'], ['Tuesday', '9AM–10PM'], ['Wednesday', '9AM–10PM']]","{'Service options': ['Delivery', 'Takeout', 'Dine-in'], 'Popular for': ['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], 'Offerings': ['Coffee', 'Comfort food', 'Healthy options', ""Kids' menu"", 'Quick bite', 'Small plates'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups'], 'Planning': ['Accepts reservations']}",Trenton,New Jersey,European Cuisine,45
40th St Restaurant,"40th St Restaurant, 3206 N 40th St, Tampa, FL 33605",0x88c2c5bf3d6babc1:0xce2e8c22ae231a76,,27.971078,-82.414439,['Restaurant'],4.5,204,$,"[['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '6AM–3PM'], ['Tuesday', '6AM–3PM'], ['Wednesday', '6AM–3PM'], ['Thursday', '6AM–3PM'], ['Friday', '6AM–3PM']]","{'Service options': ['Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required'], 'Highlights': ['Great coffee'], 'Popular for': ['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Coffee', 'Comfort food', 'Quick bite', 'Small plates'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups'], 'Payments': ['NFC mobile payments']}",Tampa,Florida,American Cuisine,50
