Name,Address,gmap_id,description,Latitude,Longitude,category,Aggregate Rating,num_of_reviews,price,hours,MISC,City,state
Moanalua Dog Park,"Moanalua Dog Park, Honolulu, HI 96819",0x7c006ee5d827ba95:0x3cace89e97432180,,21.3509782,-157.8949744,"['Dog park', 'Tourist attraction']",4.2,88,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Honolulu,Hawaii
St. Augustine by the Sea,"St. Augustine by the Sea, 130 ????hua Ave, Honolulu, HI 96815",0x7c007277363c0cb5:0xf722baa0bc4ce421,Large Catholic church with unique mid-century modern architecture & weekly mass.,21.2736737,-157.823063,"['Catholic church', 'Tourist attraction']",4.7,313,,,"{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot']}",Honolulu,Hawaii
Kuan Yin Temple,"Kuan Yin Temple, 170 N Vineyard Blvd, Honolulu, HI 96817",0x7c006e79eb2ccc6d:0x5d1b4c3812fbb0f7,,21.3165113,-157.8589715,"['Buddhist temple', 'Place of worship', 'Tourist attraction']",4.6,44,,,,Honolulu,Hawaii
Honolulu Zoo,"Honolulu Zoo, 151 Kapahulu Ave, Honolulu, HI 96815",0x7c007270996bbf33:0xe61efec80f7e613a,"Popular spot for families covers 42 acres with lush gardens, 900+ animals, a petting zoo & more.",21.2710896,-157.8214785,"['Zoo', 'Tourist attraction']",4.2,6626,,"[['Monday', '10AM??3PM'], ['Tuesday', '10AM??3PM'], ['Wednesday', '10AM??3PM'], ['Thursday', '10AM??3PM'], ['Friday', '10AM??3PM'], ['Saturday', '10AM??3PM'], ['Sunday', '10AM??3PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Honolulu,Hawaii
Hilton Lagoon,"Hilton Lagoon, Duke Kahanamoku Lagoon Boardwalk, Honolulu, HI 96815",0x7c006df60b1b48e5:0x7bca1cacbf7c0965,,21.2826776,-157.8393088,"['Swimming lake', 'Tourist attraction']",4.4,76,,"[['Sunday', '6:30AM??8PM'], ['Monday', '6:30AM??8PM'], ['Tuesday', '6:30AM??8PM'], ['Wednesday', '6:30AM??8PM'], ['Thursday', '6:30AM??8PM'], ['Friday', '6:30AM??8PM'], ['Saturday', '6:30AM??8PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot']}",Honolulu,Hawaii
Princess Ka??iulani Statue,"Princess Ka??iulani Statue, 150 Ka??iulani Ave, Honolulu, HI 96815",0x7c0072764c087c77:0xc2a4a696b6c5725e,,21.2775877,-157.8245151,"['Historical landmark', 'Tourist attraction']",4.4,8,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Honolulu,Hawaii
Pele's Chair,"Pele's Chair, Kaiwi Shoreline Trail, Honolulu, HI 96825",0x7c001183ab94cf19:0x2b3282a38ffbf1f4,Striking black volcanic rock formation overlooking the sea from a bluff along the Shoreline Trail.,21.2979033,-157.6541981,['Tourist attraction'],4.6,173,,"[['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Honolulu,Hawaii
Hanauma Bay Ridge Hike,"Hanauma Bay Ridge Hike, 7381 Kalaniana??ole Hwy, Honolulu, HI 96825",0x7c001271d38bae85:0xdee6a70a66658a71,,21.2728792,-157.698742,"['Hiking area', 'Tourist attraction']",4.6,128,,"[['Saturday', '6:30AM??5PM'], ['Sunday', '6:30AM??5PM'], ['Monday', '6:30AM??5PM'], ['Tuesday', '6:30AM??5PM'], ['Wednesday', '6:30AM??5PM'], ['Thursday', '6:30AM??5PM'], ['Friday', '6:30AM??5PM']]",{'Accessibility': ['Wheelchair accessible entrance']},Honolulu,Hawaii
Kawaiaha??o Church,"Kawaiaha??o Church, 957 Punchbowl St, Honolulu, HI 96813",0x7c006e0a8b7172f5:0xcfdf9bb84379b9b2,"Built in 1842, this coral-brick church is hung with royal portraits & open for tours & worship.",21.3044107,-157.8579026,"['United Church of Christ', 'Christian church', 'Church', 'Protestant church', 'Tourist attraction']",4.7,114,,"[['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM??4:30PM'], ['Tuesday', '8AM??4:30PM'], ['Wednesday', '8AM??4:30PM'], ['Thursday', '8AM??4:30PM'], ['Friday', '8AM??4:30PM']]",{'Accessibility': ['Wheelchair accessible parking lot']},Honolulu,Hawaii
Mu-Ryang-Sa Korean Buddhist Temple,"Mu-Ryang-Sa Korean Buddhist Temple, 2420 Halelaau Pl, Honolulu, HI 96816",0x7c006d3d03d1a823:0xd28a01a8c9239ac4,,21.3050201,-157.7826728,"['Buddhist temple', 'Synagogue', 'Tourist attraction']",4.6,118,,"[['Saturday', '9AM??5PM'], ['Sunday', '9AM??5PM'], ['Monday', '9AM??5PM'], ['Tuesday', '9AM??5PM'], ['Wednesday', '9AM??5PM'], ['Thursday', '9AM??5PM'], ['Friday', '9AM??5PM']]",{'Accessibility': ['Wheelchair accessible entrance']},Honolulu,Hawaii
Kaimuk?? Community Park,"Kaimuk?? Community Park, 3521 Waialae Ave, Honolulu, HI 96816",0x7c006d7ba20a3e6f:0x4d7ac20356b762c3,"Community park featuring basketball, volleyball & tennis courts, plus a playground & a gymnasium.",21.2831201,-157.8008446,"['Park', 'Community garden', 'Tourist attraction']",4.1,118,,"[['Saturday', '5AM??10PM'], ['Sunday', '5AM??10PM'], ['Monday', '5AM??10PM'], ['Tuesday', '5AM??10PM'], ['Wednesday', '5AM??10PM'], ['Thursday', '5AM??10PM'], ['Friday', '5AM??10PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Honolulu,Hawaii
Ka'au Crater Trail,"Ka'au Crater Trail, 3000 10th Ave, Honolulu, HI 96816",0x7c006d23b0253607:0xf5c1d151de4a9e3b,"Steep jungle trail circling around a crater & past 3 waterfalls, with views of Honolulu & the ocean.",21.3108622,-157.7818509,"['Hiking area', 'Tourist attraction']",4.8,284,,"[['Friday', '6AM??6PM'], ['Saturday', '6AM??6PM'], ['Sunday', '6AM??6PM'], ['Monday', '6AM??6PM'], ['Tuesday', '6AM??6PM'], ['Wednesday', '6AM??6PM'], ['Thursday', '6AM??6PM']]",{'Accessibility': ['Wheelchair accessible entrance']},Honolulu,Hawaii
Honolulu City Hall,"Honolulu City Hall, 530 S King St, Honolulu, HI 96813",0x7c006e748fe304ff:0xbbb3296051993e73,Large government building serving as the official site of the mayor's office & the city council.,21.305114,-157.8572734,"['City Hall', 'Tourist attraction']",4.5,67,,"[['Friday', '7:45AM??4:30PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '7:45AM??4:30PM'], ['Tuesday', '7:45AM??4:30PM'], ['Wednesday', '7:45AM??4:30PM'], ['Thursday', '7:45AM??4:30PM']]",{'Accessibility': ['Wheelchair accessible entrance']},Honolulu,Hawaii
Waikiki Friday Fireworks,"Waikiki Friday Fireworks, Honolulu, HI 96815",0x7c006df5ff072b85:0x182f18167caaaef3,,21.2814946,-157.8388978,"['Scenic spot', 'Tourist attraction']",4.7,16,,"[['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', 'Closed'], ['Thursday', 'Closed'], ['Friday', '7:40??8PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed']]",,Honolulu,Hawaii
Spitting Cave,"Spitting Cave, 7 Lumahai St, Honolulu, HI 96825",0x7c000d872871a9e1:0x2c7cc421496d1d4c,"Cliff shoreline reached by steep steps, where waves crashing into a cave ""spit"" out water.",21.2595075,-157.7076774,['Tourist attraction'],4.7,844,,"[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot']}",Honolulu,Hawaii
Honolulu Harbor,"Honolulu Harbor, Honolulu, HI 96817",0x7c006e41b064a1bb:0x8b09da85ac904581,"Centuries-old seaport with ship terminals, plus the well-known Aloha Tower landmark built in 1926.",21.3094442,-157.8725001,['Tourist attraction'],4.3,68,,"[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Honolulu,Hawaii
The Kaniakapupu Ruins,"The Kaniakapupu Ruins, 4295 Nuuanu Pali Dr, Honolulu, HI 96817",0x7c006c6699c30c89:0x3a242ff8188c5ef4,,21.3505689,-157.8145104,"['Historical landmark', 'Tourist attraction']",4.6,148,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Honolulu,Hawaii
Honolulu Fire Department Museum and Education Center,"Honolulu Fire Department Museum and Education Center, 620 South St, Honolulu, HI 96813",0x7c006e0a377eb6dd:0x5b9b861ab907ea3f,,21.3023779,-157.8593294,"['Museum', 'Tourist attraction']",4.7,8,,"[['Thursday', 'Closed'], ['Friday', 'Closed'], ['Saturday', '9AM??2PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', 'Closed']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids', 'Restaurant']}",Honolulu,Hawaii
Wa??ahila Ridge State Recreation Area,"Wa??ahila Ridge State Recreation Area, 1600 Ruth Pl, Honolulu, HI 96816",0x7c006d0e8badd317:0x22d38cd08f4f19e0,"Forested park along a ridge featuring hiking trails, picnic tables & scenic views of nearby valleys.",21.30539,-157.800691,"['State park', 'Tourist attraction']",4.7,248,,"[['Wednesday', '7AM??6:45PM'], ['Thursday', '7AM??6:45PM'], ['Friday', '7AM??6:45PM'], ['Saturday', '7AM??6:45PM'], ['Sunday', '7AM??6:45PM'], ['Monday', '7AM??6:45PM'], ['Tuesday', '7AM??6:45PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Honolulu,Hawaii
Operation Red Wings Medal Of Honor Park,"Operation Red Wings Medal Of Honor Park, 31047003, Honolulu, HI 96816",0x7c0073afc6f4899b:0xd86f77c7cc4b5918,,21.2591653,-157.797632,"['Memorial park', 'Tourist attraction']",4.7,24,,,{'Amenities': ['Good for kids']},Honolulu,Hawaii
Diamond Head Lighthouse,"Diamond Head Lighthouse, 3399 Diamond Head Rd, Honolulu, HI 96815",0x7c0072601db5542b:0xe26eefd2f8f7e1f8,Beachside lookout run by the US Coast Guard & used as a finish marker for yacht races.,21.2557045,-157.8094713,['Tourist attraction'],4.3,73,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Honolulu,Hawaii
Kalawahine Trail,"Kalawahine Trail, Tantalus Dr, Honolulu, HI 96822",0x7c006c4e1dad5545:0xb4d865dd075e7554,,21.3310924,-157.8211892,"['Hiking area', 'Tourist attraction']",4.6,57,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Honolulu,Hawaii
Island Water Sports Hawaii,"Island Water Sports Hawaii, 377 Keahole St ste e-106, Honolulu, HI 96825",0x7c0012675c744a5b:0x206b65cdfba1b1b7,,21.2849856,-157.7074114,"['Water sports equipment rental service', 'Boat tour agency', 'Fishing charter', 'Tourist attraction']",4.6,137,,"[['Tuesday', '8AM??5PM'], ['Wednesday', '8AM??5PM'], ['Thursday', '8AM??5PM'], ['Friday', '8AM??5PM'], ['Saturday', '8AM??5PM'], ['Sunday', '8AM??5PM'], ['Monday', '8AM??5PM']]",,Honolulu,Hawaii
Hawaii Kotohira Jinsha - Hawaii Dazaifu Tenmangu,"Hawaii Kotohira Jinsha - Hawaii Dazaifu Tenmangu, 1239 Olomea St, Honolulu, HI 96817",0x7c006e62d3cb5e73:0x91796ca46fb4b5f2,,21.328463,-157.869289,"['Shinto shrine', 'Religious organization', 'Shrine', 'Tourist attraction']",4.2,147,,"[['Monday', '8:30AM??4PM'], ['Tuesday', '8:30AM??4PM'], ['Wednesday', '8:30AM??4PM'], ['Thursday', '8:30AM??4PM'], ['Friday', '8:30AM??4PM'], ['Saturday', '8:30AM??4PM'], ['Sunday', '8:30AM??4PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot']}",Honolulu,Hawaii
Japanese Cultural Center of Hawai??i,"Japanese Cultural Center of Hawai??i, 2454 S Beretania St, Honolulu, HI 96826",0x7c006d90fc845ae9:0xd2c6edede42b48cf,"Center with Japanese history & traditional culture exhibits, martial arts, teahouse & gift store.",21.293891,-157.8237614,"['Cultural center', 'Historical society', 'Museum', 'Non-profit organization', 'Tourist attraction']",4.2,317,,"[['Monday', 'Closed'], ['Tuesday', '9AM??1PM'], ['Wednesday', '9AM??1PM'], ['Thursday', '9AM??1PM'], ['Friday', '9AM??1PM'], ['Saturday', '9AM??1PM'], ['Sunday', 'Closed']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot']}",Honolulu,Hawaii
Central Union Church of Honolulu,"Central Union Church of Honolulu, 1660 S Beretania St, Honolulu, HI 96826",0x7c006deb4843f131:0x325c3740140ff384,,21.2986111,-157.8333333,"['Church', 'Tourist attraction']",4.6,118,,"[['Monday', '8:30AM??3:30PM'], ['Tuesday', '8:30AM??3:30PM'], ['Wednesday', '8:30AM??3:30PM'], ['Thursday', '8:30AM??3:30PM'], ['Friday', '8:30AM??3:30PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot']}",Honolulu,Hawaii
Diamond Head Lookout,"Diamond Head Lookout, 3483 Diamond Head Rd, Honolulu, HI 96816",0x7c00728b799b097f:0xe75bb6d5e5602adf,,21.2564888,-157.8039161,"['Scenic spot', 'Tourist attraction']",4.7,377,,"[['Sunday', '6AM??4PM'], ['Monday', '6AM??4PM'], ['Tuesday', '6AM??4PM'], ['Wednesday', 'Closed'], ['Thursday', '6AM??4PM'], ['Friday', '6AM??4PM'], ['Saturday', '6AM??4PM']]",,Honolulu,Hawaii
Paki Playground,"Paki Playground, 3503 Leahi Ave, Honolulu, HI 96815",0x7c00727bf1cd6e6d:0x543153a8171d0b50,,21.27164,-157.815808,"['Playground', 'Tourist attraction']",4.3,118,,,{'Accessibility': ['Wheelchair accessible entrance']},Honolulu,Hawaii
Nu??uanu Pali State Wayside,"Nu??uanu Pali State Wayside, Honolulu, HI 96744",0x7c006b62471e092b:0xd170dab43ab29c97,"Exceedingly windy 1,186-ft.-high lookout offering a panoramic view of windward Oahu.",21.3667755,-157.7931498,['Tourist attraction'],4.7,158,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Honolulu,Hawaii
Hanauma Bay Nature Preserve,"Hanauma Bay Nature Preserve, 100 Hanauma Bay Rd, Honolulu, HI 96825",0x7c001271836a596b:0x88c38ae980a53537,"Known for it??s snorkeling, this beachfront protected park offers a coral reef & diverse marine life.",21.2688327,-157.6931641,"['Nature preserve', 'Tourist attraction']",4.7,4873,,"[['Saturday', '8AM??4PM'], ['Sunday', '8AM??4PM'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', '8AM??4PM'], ['Thursday', '8AM??4PM'], ['Friday', '8AM??4PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Honolulu,Hawaii
Ala Moana Regional Park,"Ala Moana Regional Park, 1201 Ala Moana Blvd, Honolulu, HI 96814",0x7c006dfc54507bd9:0xbad3d4b3375695d,"This 100-acre park with a man-made beach offers usually calm surf, plus tennis courts & a pavilion.",21.2899686,-157.847657,"['City park', 'Park', 'Tourist attraction']",4.6,4439,,"[['Saturday', '4AM??10PM'], ['Sunday', '4AM??10PM'], ['Monday', '4AM??10PM'], ['Tuesday', '4AM??10PM'], ['Wednesday', '4AM??10PM'], ['Thursday', '4AM??10PM'], ['Friday', '4AM??10PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Honolulu,Hawaii
Kahanamoku Beach,"Kahanamoku Beach, Honolulu, HI 96815",0x7c006df5f96c6323:0xf49e91c981680a2b,"This sandy, curved beach offers swimming, surfing, paddle-boarding & sunning.",21.2815067,-157.8391407,"['Public beach', 'Tourist attraction']",4.6,1614,,"[['Saturday', '6AM??10PM'], ['Sunday', '6AM??10PM'], ['Monday', '6AM??10PM'], ['Tuesday', '6AM??10PM'], ['Wednesday', '6AM??10PM'], ['Thursday', '6AM??10PM'], ['Friday', '6AM??10PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Honolulu,Hawaii
The Honolulu Museum of Art Spalding House,"The Honolulu Museum of Art Spalding House, 2411 Makiki Heights Dr, Honolulu, HI 96822",0x7c006db876de141d:0xec55f88dbb8d6424,"Former private mansion housing 6 galleries, cafe, sculpture garden & facility for family activities.",21.3119389,-157.8327028,"['Art museum', 'Garden', 'Tourist attraction']",4.6,158,,,"{'Accessibility': ['Wheelchair accessible elevator', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom']}",Honolulu,Hawaii
Makiki Valley Trail,"Makiki Valley Trail, Na Ala Hele: Makiki Valley Trail, Honolulu, HI 96822",0x7c006c4cc331ce1f:0x91be77dcffe64a3f,,21.3257225,-157.8246154,"['Hiking area', 'Tourist attraction']",4.5,48,,,{'Amenities': ['Good for kids']},Honolulu,Hawaii
Kuilei Cliffs Beach Park,"Kuilei Cliffs Beach Park, 31042002, Honolulu, HI 96816",0x7c0073a434b0352f:0xfea7ea7c089b20e9,,21.2554654,-157.805224,"['Park', 'Public beach', 'Tourist attraction']",4.4,16,,,{'Amenities': ['Good for kids']},Honolulu,Hawaii
Waikiki Baptist Church,"Waikiki Baptist Church, 424 Kuamo'o St, Honolulu, HI 96815",0x7c006d8b6987a859:0x665ca02b66374503,,21.284924,-157.8315337,"['Baptist church', 'Tourist attraction']",4.4,74,,,{'Accessibility': ['Wheelchair accessible entrance']},Honolulu,Hawaii
Room With A Clue,"Room With A Clue, 1130 N Nimitz Hwy B-295, Honolulu, HI 96817",0x7c006e68c9a42ea9:0x61fe71e653c4ec3,,21.3185145,-157.8755915,"['Amusement park', 'Escape room center', 'Tourist attraction']",4.6,98,,"[['Thursday', '5??9:30PM'], ['Friday', '5??9:30PM'], ['Saturday', '11AM??9:30PM'], ['Sunday', '11AM??9:30PM'], ['Monday', '5??9:30PM'], ['Tuesday', '5??9:30PM'], ['Wednesday', '5??9:30PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids', 'Restaurant'], 'Crowd': ['Family-friendly']}",Honolulu,Hawaii
Kaiwi State Scenic Shoreline,"Kaiwi State Scenic Shoreline, 8751-9057 Kalaniana??ole Hwy, Honolulu, HI 96825",0x7c0011862ddc063f:0x5c4598e5ad53062c,,21.305679,-157.6554703,"['Scenic spot', 'Hiking area', 'Tourist attraction']",4.8,455,,"[['Wednesday', '7AM??7:45PM'], ['Thursday', '7AM??7:45PM'], ['Friday', '7AM??7:45PM'], ['Saturday', '7AM??7:45PM'], ['Sunday', '7AM??7:45PM'], ['Monday', '7AM??7:45PM'], ['Tuesday', '7AM??7:45PM']]",{'Accessibility': ['Wheelchair accessible entrance']},Honolulu,Hawaii
Pu??u ??Ualaka??a State Wayside Park,"Pu??u ??Ualaka??a State Wayside Park, 3198 Round Top Dr, Honolulu, HI 96822",0x7c006dae5cfc1965:0xfbfa9c798332c53d,,21.3164998,-157.8189929,"['State park', 'Tourist attraction']",4.6,78,,"[['Wednesday', '7AM??6:30PM'], ['Thursday', '7AM??6:30PM'], ['Friday', '7AM??6:30PM'], ['Saturday', '7AM??6:30PM'], ['Sunday', '7AM??6:30PM'], ['Monday', '7AM??6:30PM'], ['Tuesday', '7AM??6:30PM']]",{'Amenities': ['Good for kids']},Honolulu,Hawaii
Ali??iolani Hale,"Ali??iolani Hale, 417 S King St, Honolulu, HI 96813",0x7c006e0ade4c5c45:0x6b2644e79588756c,"Home to the State Supreme Court, this historic building has a courtyard with a famed gold statue.",21.3051996,-157.8603914,"['Historical landmark', 'Courthouse', 'Historical place', 'Tourist attraction']",4.7,98,,"[['Wednesday', '8AM??4:30PM'], ['Thursday', '8AM??4:30PM'], ['Friday', '8AM??4:30PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM??4:30PM'], ['Tuesday', '8AM??4:30PM']]",{'Accessibility': ['Wheelchair accessible entrance']},Honolulu,Hawaii
Izumo Taishakyo Mission of Hawaii,"Izumo Taishakyo Mission of Hawaii, 215 N Kukui St, Honolulu, HI 96817",0x7c006e771dce45e5:0x4b9b799145933bae,Shinto shrine of the Izumo Taishakyo Mission of Hawaii offering services & cultural events.,21.3156975,-157.8609625,"['Shinto shrine', 'Place of worship', 'Tourist attraction']",4.2,1131,,"[['Tuesday', '8:30AM??4PM'], ['Wednesday', '8:30AM??4PM'], ['Thursday', '8:30AM??4PM'], ['Friday', '8:30AM??4PM'], ['Saturday', '8:30AM??4PM'], ['Sunday', '8:30AM??4PM'], ['Monday', '8:30AM??4PM']]",{'Accessibility': ['Wheelchair accessible parking lot']},Honolulu,Hawaii
Arts At Marks Garage,"Arts At Marks Garage, 1159 Nuuanu Ave, Honolulu, HI 96817",0x7c006e743ec11d6b:0x3a43fb4d687ac0b2,"Collaborative gallery boasts a wide range of art exhibitions, performances & creative youth classes.",21.3114467,-157.8610953,"['Non-profit organization', 'Tourist attraction']",4.4,96,,"[['Tuesday', '12??5PM'], ['Wednesday', '12??5PM'], ['Thursday', '12??5PM'], ['Friday', '12??5PM'], ['Saturday', '12??5PM'], ['Sunday', 'Closed'], ['Monday', 'Closed']]",{'Accessibility': ['Wheelchair accessible entrance']},Honolulu,Hawaii
War Memorial Natatorium,"War Memorial Natatorium, 2815 Kalakaua Ave, Honolulu, HI 96815",0x7c00726f7120a06f:0xf3b0c05e04837576,,21.2645839,-157.8220815,"['War memorial', 'Historical landmark', 'Public swimming pool', 'Tourist attraction']",3.8,123,,,{'Amenities': ['Good for kids']},Honolulu,Hawaii
Hickam Beach,"Hickam Beach, 3455 Mamala Bay Dr, Honolulu, HI 96818",0x7c006ff50d7a10cf:0x7e21440a85705fec,,21.3171469,-157.9509923,['Tourist attraction'],4.5,748,,"[['Sunday', '9AM??5PM'], ['Monday', '9AM??5PM'], ['Tuesday', '9AM??5PM'], ['Wednesday', '9AM??5PM'], ['Thursday', '9AM??5PM'], ['Friday', '9AM??5PM'], ['Saturday', '9AM??5PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Honolulu,Hawaii
Hawaii Hindu Temple,"Hawaii Hindu Temple, 3291 Pinaoula St, Honolulu, HI 96822",0x7c006cfd73e40091:0xf9fd65964f4a8403,,21.3221466,-157.7999045,"['Hindu temple', 'Tourist attraction']",4.0,15,,"[['Sunday', '7??10AM'], ['Monday', '7??10AM'], ['Tuesday', '7??10AM'], ['Wednesday', '7??10AM'], ['Thursday', '7??10AM'], ['Friday', '7??10AM'], ['Saturday', '7??10AM']]",,Honolulu,Hawaii
